--- scanner 0 ---
--- scanner 11 ---
646,-816,-431
750,-791,-282
-613,793,766
-605,-294,-694
-401,-736,690
-629,761,-271
-104,110,60
609,505,-706
699,-392,544
685,442,622
670,472,-598
756,-340,530
-772,842,698
735,-405,356
39,-43,43
-485,-810,652
-538,785,-333
-736,863,842
645,551,699
-744,-318,-646
-570,-283,-724
-582,740,-441
-615,-780,722
589,358,725
535,555,-559
778,-794,-465

--- scanner 12 ---
-799,849,-884
-783,743,394
-71,-27,-106
585,559,-634
472,-715,-783
-575,-520,514
-829,921,439
564,473,-660
-803,686,-911
611,572,-644
246,-299,558
779,438,534
651,-805,-802
258,-316,442
-834,905,-938
554,-733,-719
-703,-640,-403
670,428,450
-576,-501,501
-746,-432,-391
15,140,-3
-538,-599,633
-878,872,465
-756,-408,-415
287,-451,543
674,383,617

--- scanner 13 ---
517,-522,-501
526,706,-530
-627,-731,-913
450,-643,-490
-361,-437,668
730,-796,434
84,-27,-149
-653,755,-545
-504,426,388
542,470,-562
580,673,-592
-552,435,246
694,-736,234
-569,804,-429
515,496,321
-343,-459,683
-546,-788,-935
552,340,344
-521,-510,662
722,-787,309
518,-779,-484
-554,665,-496
505,453,396
-638,-686,-845
-498,309,296

--- scanner 14 ---
387,-558,836
316,-654,-556
692,442,-808
406,-688,733
-886,853,610
-777,863,526
-718,719,-568
-704,-385,-698
-548,-648,469
722,370,515
727,386,-862
676,548,470
771,419,541
696,605,-835
33,-46,96
-717,-393,-596
-130,98,-31
-498,-565,360
-781,908,693
-692,732,-558
327,-690,-333
404,-648,-445
417,-678,874
-619,-500,-619
-458,-577,384
-671,818,-584

--- scanner 15 ---
-563,-421,-670
-534,469,-754
-453,-507,-587
513,669,-464
-74,132,-102
-657,-719,740
573,817,784
646,584,-444
679,828,654
708,-431,-618
-523,517,-704
655,-628,716
721,-600,722
713,945,786
-641,619,594
-658,667,473
-627,-695,793
-619,617,608
651,601,-556
667,-603,-642
-494,-513,-653
-818,-639,763
797,-630,817
-579,650,-728
594,-423,-666
-197,24,-20

--- scanner 16 ---
-680,491,-653
778,-514,459
-446,-350,-698
-569,589,785
-652,539,894
-555,-370,-701
267,714,793
468,916,-429
-529,-365,521
-633,386,-595
810,-464,453
744,-466,-614
-640,499,870
724,-330,-742
-659,-346,418
360,966,-457
243,807,784
-395,-287,-716
-145,-8,-40
-624,386,-694
831,-288,-602
786,-423,624
281,853,744
1,109,103
-539,-376,380
455,869,-511

--- scanner 17 ---
-638,601,-617
-816,-827,539
-616,587,-619
371,705,517
-716,-512,-583
576,411,-419
-597,411,503
-655,722,-569
559,711,603
740,-595,-671
647,-462,-717
495,709,377
682,541,-408
-724,-553,-509
-574,347,594
-516,371,633
617,-693,-735
394,-439,688
-99,-47,93
311,-450,634
716,409,-291
-49,111,-11
333,-596,702
-729,-357,-496
-832,-697,592
-770,-862,650

--- scanner 18 ---
-496,390,677
374,-516,-664
-531,-602,489
711,424,408
921,-537,506
800,469,-708
-634,347,-327
16,44,98
827,-527,507
796,-502,488
-334,-443,-538
-776,480,-329
-336,-570,-509
-527,451,692
163,-93,141
618,505,501
462,-425,-726
-550,485,732
-619,-747,517
478,-401,-716
-352,-394,-586
896,439,-798
792,488,-746
608,396,421
-582,400,-316
-534,-795,434

--- scanner 19 ---
654,610,588
60,-95,-45
412,-785,681
631,512,481
-349,771,665
593,537,-644
705,-447,-466
-658,448,-820
-755,-742,564
-325,731,653
637,-450,-339
-723,-755,542
-666,-454,-453
-575,343,-765
-491,452,-775
-887,-838,522
378,-727,536
406,-675,504
603,511,-631
-574,-462,-447
-434,681,736
-565,-321,-403
733,525,473
-37,91,66
619,558,-730
763,-542,-346

--- scanner 20 ---
-429,655,652
645,-496,618
-473,-528,538
-417,-477,617
808,-593,596
-847,515,-756
849,536,-744
757,-720,-739
-846,-535,-388
499,591,823
767,658,-834
755,-489,589
-8,70,-74
-399,581,462
751,-560,-666
-377,-458,654
772,-738,-717
97,139,79
-824,-454,-445
600,537,839
542,594,670
-413,654,385
811,659,-716
-756,-443,-490
-727,613,-805
-720,513,-694

--- scanner 21 ---
-868,-833,-776
-782,883,-500
-855,860,-447
706,752,766
-888,890,-517
365,-710,683
-674,565,618
812,389,-709
724,489,-614
764,711,653
-40,-36,-14
-729,-713,-763
-775,499,683
-763,527,477
419,-727,-565
405,-699,789
707,443,-822
-509,-583,660
-398,-667,595
776,654,676
-461,-558,683
393,-719,929
416,-540,-623
-731,-722,-786
425,-695,-746

--- scanner 22 ---
-561,-541,612
684,714,402
310,386,-663
435,377,-671
235,437,-635
456,-518,-635
-181,42,-36
-72,-40,88
-465,-657,682
-469,-447,-392
-934,385,605
529,-695,-642
-912,442,686
-505,-620,663
663,663,580
-642,-350,-371
-566,-354,-362
-500,651,-458
720,-599,547
557,-621,644
669,736,420
619,-508,-645
667,-592,651
-489,530,-391
-483,394,-459
-844,487,697

--- scanner 23 ---
-573,-369,-818
-777,575,718
-543,-832,714
-565,-856,744
262,-592,-740
-534,-535,-788
-384,431,-398
579,786,692
557,563,-793
-472,526,-498
23,-77,-107
644,770,702
372,-579,356
-459,-897,751
374,-498,388
-771,394,686
-780,517,531
629,459,-875
586,-515,357
314,-572,-606
457,781,672
-67,74,4
-511,-582,-807
-489,318,-452
273,-572,-495
569,477,-728

--- scanner 24 ---
613,574,260
-324,-739,-476
-549,281,-811
843,-622,-519
-427,495,492
653,345,-940
728,480,277
-675,288,-719
975,-580,-423
-617,408,-814
-318,-562,-586
-603,514,390
-290,-594,-534
-484,-875,486
-309,-909,540
645,-799,717
787,-832,719
53,-102,12
662,389,-799
601,-809,790
811,-600,-506
-361,-854,418
671,487,306
754,395,-807
-485,491,522

--- scanner 25 ---
-720,312,-561
-788,595,661
447,-525,-917
-776,389,633
-765,313,-501
-739,-945,-618
751,565,449
-175,-133,-57
523,389,-687
-795,-588,277
469,-506,-884
763,588,506
-750,-888,-568
799,-797,771
-823,408,-570
416,442,-755
-901,-605,270
-687,530,595
-868,-535,300
497,-692,-923
711,-702,671
484,442,-641
-770,-779,-525
694,-910,717
-70,45,-92
693,678,408

--- scanner 26 ---
-513,827,529
-380,-632,440
293,843,-662
-466,-515,-481
-14,61,-4
280,815,-559
598,-390,-716
790,-311,-692
-471,-360,-506
-429,-606,391
-568,-413,-551
678,-414,756
548,-311,775
-874,751,-478
687,-391,-675
-621,860,468
761,805,771
668,-273,745
-926,800,-374
-660,777,603
652,808,751
373,734,-652
-558,-677,486
-836,770,-470
812,823,834

--- scanner 27 ---
450,687,243
812,677,-421
494,678,384
715,-453,718
-22,-26,22
500,586,376
-48,123,-107
-618,903,-849
822,761,-530
-809,-697,418
727,-452,-749
-689,818,-759
-625,-562,-962
897,-431,-702
-495,529,677
-606,927,-809
867,594,-526
-517,497,664
695,-529,725
-475,365,760
-752,-657,365
786,-499,557
-634,-661,-962
835,-407,-793
-578,-620,-857
-727,-718,419

--- scanner 28 ---
694,-572,709
454,780,-442
-682,752,-692
-752,-670,-637
-422,-716,316
-476,-829,421
-522,-621,404
-744,646,364
539,717,-398
666,782,723
-131,6,-43
-785,759,422
686,922,735
662,-753,703
678,-377,-712
16,91,70
441,872,-372
-740,728,-759
668,-361,-647
-899,-688,-697
-687,669,352
648,-366,-525
677,676,763
507,-630,712
-829,732,-714
-817,-584,-625

--- scanner 29 ---
-433,-640,645
489,731,-728
579,704,511
-620,-643,587
843,-358,-589
-763,511,-428
435,645,-764
-437,-406,-762
-479,594,851
-400,-322,-827
880,-311,632
405,744,-636
898,-329,562
609,567,516
-69,46,125
-449,781,840
17,158,-28
833,-311,395
-794,723,-445
-407,-428,-786
817,-376,-440
-465,-634,464
-795,509,-509
-459,716,856
739,-323,-579
648,728,504

--- scanner 30 ---
667,415,-670
668,782,587
-404,-700,-822
-164,177,-119
322,-651,569
283,-616,-456
-517,-805,-876
-369,733,513
-141,7,14
-779,862,-405
9,101,-64
449,-655,-486
-726,789,-382
260,-569,574
-535,764,420
-622,-503,818
619,932,672
294,-620,399
-709,895,-375
-612,-717,-776
-808,-475,779
-426,744,463
589,708,657
496,-678,-467
735,489,-667
-789,-453,812
746,548,-654

--- scanner 31 ---
-643,659,471
-738,713,526
-471,768,-414
845,-626,-536
-667,-647,553
-382,709,-386
-764,-671,-524
422,796,245
-643,-703,686
655,-585,584
-677,682,511
-686,-630,-428
-693,-692,734
909,-649,-627
669,-607,586
885,-707,-666
-333,689,-407
362,700,314
25,136,-60
-706,-585,-631
524,664,305
598,813,-707
574,820,-638
534,-568,536
735,808,-677

--- scanner 32 ---
-957,-446,-753
-440,-436,807
304,-444,395
613,752,-504
676,-518,-378
349,666,501
632,-527,-519
-707,782,-908
-735,906,-915
-948,-466,-747
-943,-591,-707
-423,-552,819
626,-619,-511
-575,-537,778
740,684,-507
-123,101,32
-839,789,593
314,-528,286
-689,855,-831
259,-611,391
-929,808,414
-857,725,511
733,810,-599
448,650,454
435,640,480

--- scanner 33 ---
733,-484,725
705,-475,971
-126,42,153
855,569,609
-402,-720,921
690,627,547
-472,-707,829
-418,716,782
368,864,-606
-378,586,863
820,680,563
-689,614,-664
679,-467,-523
-677,-493,-312
-555,-513,-317
350,799,-773
693,-495,831
-428,-622,766
350,846,-536
-742,-483,-328
-528,575,-652
673,-499,-704
-2,-86,49
682,-654,-581
-665,545,-657
-354,625,805

--- scanner 34 ---
443,448,691
857,329,-541
822,-700,558
-738,348,435
493,427,769
-466,257,-511
507,446,714
811,-577,663
911,273,-506
605,-767,-917
-684,-801,-827
884,492,-537
382,-803,-906
-685,445,480
-787,-913,621
-787,-671,-846
-707,-810,604
494,-761,-829
-421,435,-557
833,-791,653
-583,343,410
111,-22,-114
-492,306,-462
26,-130,22
-708,-721,645
-825,-791,-816

--- scanner 35 ---
492,310,751
-487,-770,770
670,-896,629
616,577,-692
-504,-691,-431
490,452,884
-795,673,-319
-306,-815,796
162,-48,97
-514,590,841
676,-855,695
858,-722,-751
-569,536,746
-454,-730,-566
479,504,831
-529,559,780
802,-531,-721
-726,577,-259
-735,541,-421
-456,-708,-552
882,-692,-698
468,587,-598
459,590,-781
584,-786,712
-354,-826,746

--- scanner 36 ---
85,-89,-10
637,-789,-745
-699,285,462
650,-641,-795
607,534,479
-422,-752,911
-752,-972,-342
-652,551,-510
523,-762,527
655,452,-736
-646,637,-698
-362,-788,711
-603,-889,-362
710,-759,617
636,527,589
509,520,-758
533,-752,690
-371,-780,836
498,466,-675
-721,303,477
651,-916,-814
-650,777,-574
614,430,426
-735,-899,-396
-648,463,483

--- scanner 37 ---
-478,-931,649
650,421,-299
739,-924,-754
630,555,-351
-419,433,-606
860,-917,-808
130,-80,-41
630,666,-310
-531,-722,-523
-673,-734,-613
12,28,48
-505,368,-594
-489,-666,-603
-401,286,-666
971,-960,-740
-260,709,452
438,-512,532
-664,-892,677
404,-687,583
466,-682,501
-373,763,347
593,373,497
640,354,474
427,343,536
-645,-925,699
-468,663,435

--- scanner 38 ---
-767,437,-422
-603,498,-384
-825,-542,-606
-907,532,587
465,495,-269
-967,-441,-608
488,-785,689
-849,-604,850
-626,332,-458
549,449,675
-743,-474,839
-119,-92,157
457,-465,-673
648,-495,-617
449,-650,639
487,-518,-697
562,294,762
-814,399,541
516,411,-221
-891,-536,-578
-883,-472,967
-784,630,523
471,-664,641
596,382,-283
557,490,749

--- scanner 39 ---
70,136,-4
-670,751,-781
-669,460,636
-554,-600,-581
735,797,-745
868,-662,-834
690,-707,-788
470,562,446
588,747,-671
-352,-543,241
385,-567,774
-696,944,-725
627,830,-806
-504,-558,282
-813,439,600
-737,509,477
362,517,402
300,541,493
-573,-587,-580
-593,860,-821
-652,-468,-543
375,-651,665
330,-484,669
-369,-659,253
819,-636,-883
-90,92,-126
